image_path,mask_path,series,split
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_701.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_701.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_705.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_705.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_706.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_706.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_714.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_714.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_718.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_718.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_723.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_723.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_728.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_728.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_735.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_735.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_736.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_736.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_737.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_737.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_747.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_747.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_8.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_8.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_81.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_81.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_88.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_88.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_91.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_91.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071310460022EM VASCULAR_slice_603.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071310460022EM VASCULAR_slice_603.png,202202071310460022EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071310460022EM VASCULAR_slice_675.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071310460022EM VASCULAR_slice_675.png,202202071310460022EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071310460022EM VASCULAR_slice_684.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071310460022EM VASCULAR_slice_684.png,202202071310460022EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071310460022EM VASCULAR_slice_739.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071310460022EM VASCULAR_slice_739.png,202202071310460022EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071310460022EM VASCULAR_slice_757.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071310460022EM VASCULAR_slice_757.png,202202071310460022EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071313160025EM VASCULAR_slice_369.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071313160025EM VASCULAR_slice_369.png,202202071313160025EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071313160025EM VASCULAR_slice_743.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071313160025EM VASCULAR_slice_743.png,202202071313160025EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071313160025EM VASCULAR_slice_744.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071313160025EM VASCULAR_slice_744.png,202202071313160025EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071313160025EM VASCULAR_slice_750.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071313160025EM VASCULAR_slice_750.png,202202071313160025EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071313160025EM VASCULAR_slice_759.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071313160025EM VASCULAR_slice_759.png,202202071313160025EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071313160025EM VASCULAR_slice_763.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071313160025EM VASCULAR_slice_763.png,202202071313160025EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071313160025EM VASCULAR_slice_765.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071313160025EM VASCULAR_slice_765.png,202202071313160025EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071313160025EM VASCULAR_slice_766.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071313160025EM VASCULAR_slice_766.png,202202071313160025EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071313160025EM VASCULAR_slice_777.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071313160025EM VASCULAR_slice_777.png,202202071313160025EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071313160025EM VASCULAR_slice_779.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071313160025EM VASCULAR_slice_779.png,202202071313160025EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071313160025EM VASCULAR_slice_782.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071313160025EM VASCULAR_slice_782.png,202202071313160025EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_10.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_10.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_116.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_116.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_137.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_137.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_138.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_138.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_143.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_143.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_168.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_168.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_185.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_185.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_200.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_200.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_201.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_201.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_230.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_230.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_247.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_247.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_260.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_260.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_261.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_261.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_274.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_274.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_275.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_275.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_278.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_278.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_310.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_310.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_313.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_313.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_327.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_327.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_337.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_337.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_340.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_340.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_562.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_562.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_571.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_571.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_582.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_582.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_676.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_676.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_80.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_80.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071315400027VAS_slice_99.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071315400027VAS_slice_99.png,202202071315400027VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_1034.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_1034.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_1043.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_1043.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_106.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_106.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_148.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_148.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_159.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_159.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_185.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_185.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_243.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_243.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_327.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_327.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_331.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_331.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_339.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_339.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_354.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_354.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_371.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_371.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_433.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_433.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_439.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_439.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_486.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_486.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_514.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_514.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_517.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_517.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_537.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_537.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_551.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_551.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_563.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_563.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_65.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_65.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_654.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_654.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_657.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_657.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_700.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_700.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_814.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_814.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_822.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_822.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_870.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_870.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_914.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_914.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_916.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_916.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071316520029VAS_slice_949.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071316520029VAS_slice_949.png,202202071316520029VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071317290030VAS_slice_38.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071317290030VAS_slice_38.png,202202071317290030VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071320220031VAS_slice_104.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071320220031VAS_slice_104.png,202202071320220031VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071320220031VAS_slice_128.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071320220031VAS_slice_128.png,202202071320220031VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071320220031VAS_slice_188.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071320220031VAS_slice_188.png,202202071320220031VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071320220031VAS_slice_224.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071320220031VAS_slice_224.png,202202071320220031VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071320220031VAS_slice_256.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071320220031VAS_slice_256.png,202202071320220031VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071320220031VAS_slice_268.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071320220031VAS_slice_268.png,202202071320220031VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071320220031VAS_slice_334.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071320220031VAS_slice_334.png,202202071320220031VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071320220031VAS_slice_389.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071320220031VAS_slice_389.png,202202071320220031VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071320220031VAS_slice_62.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071320220031VAS_slice_62.png,202202071320220031VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071320220031VAS_slice_68.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071320220031VAS_slice_68.png,202202071320220031VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071320220031VAS_slice_98.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071320220031VAS_slice_98.png,202202071320220031VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_1013.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_1013.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_1053.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_1053.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_110.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_110.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_152.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_152.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_179.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_179.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_195.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_195.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_196.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_196.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_197.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_197.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_233.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_233.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_250.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_250.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_260.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_260.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_302.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_302.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_318.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_318.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_344.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_344.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_378.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_378.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_397.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_397.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_401.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_401.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_431.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_431.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_496.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_496.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_535.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_535.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_546.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_546.png,202202071355210050VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071355210050VAS_slice_58.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071355210050VAS_slice_58.png,202202071355210050VAS,train
